[11-Feb-2021 11:31:02 UTC] PHP Warning:  mysqli_real_connect(): (HY000/1045): Access denied for user ' opetitcoin'@'localhost' (using password: YES) in /var/www/html/Apotheose/OpetitCoin/project-site-de-notation/backend/wordpress/wp/wp-includes/wp-db.php on line 1653
[16-Feb-2021 10:25:16 UTC] PHP  12. WP_Hook->do_action() /var/www/html/apotheose/project-site-de-notation/backend/wordpress/wp/wp-includes/plugin.php:484
[16-Feb-2021 10:25:16 UTC] PHP  13. WP_Hook->apply_filters() /var/www/html/apotheose/project-site-de-notation/backend/wordpress/wp/wp-includes/class-wp-hook.php:311
[16-Feb-2021 10:25:16 UTC] PHP  14. OpetitCoin\Rest\RestFields::registerFeaturedMediaScoreField() /var/www/html/apotheose/project-site-de-notation/backend/wordpress/wp/wp-includes/class-wp-hook.php:287
[16-Feb-2021 10:25:16 UTC] PHP Warning:  Illegal offset type in /var/www/html/apotheose/project-site-de-notation/backend/wordpress/wp/wp-includes/rest-api.php on line 151
[16-Feb-2021 10:25:16 UTC] PHP Stack trace:
[16-Feb-2021 10:25:16 UTC] PHP   1. {main}() /var/www/html/apotheose/project-site-de-notation/backend/wordpress/index.php:0
[16-Feb-2021 10:25:16 UTC] PHP   2. require() /var/www/html/apotheose/project-site-de-notation/backend/wordpress/index.php:17
[16-Feb-2021 10:25:16 UTC] PHP   3. wp() /var/www/html/apotheose/project-site-de-notation/backend/wordpress/wp/wp-blog-header.php:16
[16-Feb-2021 10:25:16 UTC] PHP   4. WP->main() /var/www/html/apotheose/project-site-de-notation/backend/wordpress/wp/wp-includes/functions.php:1291
[16-Feb-2021 10:25:16 UTC] PHP   5. WP->parse_request() /var/www/html/apotheose/project-site-de-notation/backend/wordpress/wp/wp-includes/class-wp.php:745
[16-Feb-2021 10:25:16 UTC] PHP   6. do_action_ref_array() /var/www/html/apotheose/project-site-de-notation/backend/wordpress/wp/wp-includes/class-wp.php:388
[16-Feb-2021 10:25:16 UTC] PHP   7. WP_Hook->do_action() /var/www/html/apotheose/project-site-de-notation/backend/wordpress/wp/wp-includes/plugin.php:551
[16-Feb-2021 10:25:16 UTC] PHP   8. WP_Hook->apply_filters() /var/www/html/apotheose/project-site-de-notation/backend/wordpress/wp/wp-includes/class-wp-hook.php:311
[16-Feb-2021 10:25:16 UTC] PHP   9. rest_api_loaded() /var/www/html/apotheose/project-site-de-notation/backend/wordpress/wp/wp-includes/class-wp-hook.php:287
[16-Feb-2021 10:25:16 UTC] PHP  10. rest_get_server() /var/www/html/apotheose/project-site-de-notation/backend/wordpress/wp/wp-includes/rest-api.php:347
[16-Feb-2021 10:25:16 UTC] PHP  11. do_action() /var/www/html/apotheose/project-site-de-notation/backend/wordpress/wp/wp-includes/rest-api.php:521
[16-Feb-2021 10:25:16 UTC] PHP  12. WP_Hook->do_action() /var/www/html/apotheose/project-site-de-notation/backend/wordpress/wp/wp-includes/plugin.php:484
[16-Feb-2021 10:25:16 UTC] PHP  13. WP_Hook->apply_filters() /var/www/html/apotheose/project-site-de-notation/backend/wordpress/wp/wp-includes/class-wp-hook.php:311
[16-Feb-2021 10:25:16 UTC] PHP  14. OpetitCoin\Rest\RestFields::registerFeaturedMediaScoreField() /var/www/html/apotheose/project-site-de-notation/backend/wordpress/wp/wp-includes/class-wp-hook.php:287
[16-Feb-2021 10:25:16 UTC] PHP  15. register_rest_field() /var/www/html/apotheose/project-site-de-notation/backend/wordpress/content/plugins/opetitcoin/Rest/RestFields.php:67
[16-Feb-2021 10:30:46 UTC] PHP Warning:  call_user_func_array() expects parameter 1 to be a valid callback, class 'OpetitCoin\Rest\RestFields' does not have a method 'registerMetaFieldsAvis' in /var/www/html/apotheose/project-site-de-notation/backend/wordpress/wp/wp-includes/class-wp-hook.php on line 287
[16-Feb-2021 10:30:46 UTC] PHP Stack trace:
[16-Feb-2021 10:30:46 UTC] PHP   1. {main}() /var/www/html/apotheose/project-site-de-notation/backend/wordpress/index.php:0
[16-Feb-2021 10:30:46 UTC] PHP   2. require() /var/www/html/apotheose/project-site-de-notation/backend/wordpress/index.php:17
[16-Feb-2021 10:30:46 UTC] PHP   3. wp() /var/www/html/apotheose/project-site-de-notation/backend/wordpress/wp/wp-blog-header.php:16
[16-Feb-2021 10:30:46 UTC] PHP   4. WP->main() /var/www/html/apotheose/project-site-de-notation/backend/wordpress/wp/wp-includes/functions.php:1291
[16-Feb-2021 10:30:46 UTC] PHP   5. WP->parse_request() /var/www/html/apotheose/project-site-de-notation/backend/wordpress/wp/wp-includes/class-wp.php:745
[16-Feb-2021 10:30:46 UTC] PHP   6. do_action_ref_array() /var/www/html/apotheose/project-site-de-notation/backend/wordpress/wp/wp-includes/class-wp.php:388
[16-Feb-2021 10:30:46 UTC] PHP   7. WP_Hook->do_action() /var/www/html/apotheose/project-site-de-notation/backend/wordpress/wp/wp-includes/plugin.php:551
[16-Feb-2021 10:30:46 UTC] PHP   8. WP_Hook->apply_filters() /var/www/html/apotheose/project-site-de-notation/backend/wordpress/wp/wp-includes/class-wp-hook.php:311
[16-Feb-2021 10:30:46 UTC] PHP   9. rest_api_loaded() /var/www/html/apotheose/project-site-de-notation/backend/wordpress/wp/wp-includes/class-wp-hook.php:287
[16-Feb-2021 10:30:46 UTC] PHP  10. rest_get_server() /var/www/html/apotheose/project-site-de-notation/backend/wordpress/wp/wp-includes/rest-api.php:347
[16-Feb-2021 10:30:46 UTC] PHP  11. do_action() /var/www/html/apotheose/project-site-de-notation/backend/wordpress/wp/wp-includes/rest-api.php:521
[16-Feb-2021 10:30:46 UTC] PHP  12. WP_Hook->do_action() /var/www/html/apotheose/project-site-de-notation/backend/wordpress/wp/wp-includes/plugin.php:484
[16-Feb-2021 10:30:46 UTC] PHP  13. WP_Hook->apply_filters() /var/www/html/apotheose/project-site-de-notation/backend/wordpress/wp/wp-includes/class-wp-hook.php:311
[16-Feb-2021 10:33:55 UTC] PHP Warning:  call_user_func_array() expects parameter 1 to be a valid callback, class 'OpetitCoin\Rest\RestFields' does not have a method 'registerMetaFieldsAvis' in /var/www/html/apotheose/project-site-de-notation/backend/wordpress/wp/wp-includes/class-wp-hook.php on line 287
[16-Feb-2021 10:33:55 UTC] PHP Stack trace:
[16-Feb-2021 10:33:55 UTC] PHP   1. {main}() /var/www/html/apotheose/project-site-de-notation/backend/wordpress/index.php:0
[16-Feb-2021 10:33:55 UTC] PHP   2. require() /var/www/html/apotheose/project-site-de-notation/backend/wordpress/index.php:17
[16-Feb-2021 10:33:55 UTC] PHP   3. wp() /var/www/html/apotheose/project-site-de-notation/backend/wordpress/wp/wp-blog-header.php:16
[16-Feb-2021 10:33:55 UTC] PHP   4. WP->main() /var/www/html/apotheose/project-site-de-notation/backend/wordpress/wp/wp-includes/functions.php:1291
[16-Feb-2021 10:33:55 UTC] PHP   5. WP->parse_request() /var/www/html/apotheose/project-site-de-notation/backend/wordpress/wp/wp-includes/class-wp.php:745
[16-Feb-2021 10:33:55 UTC] PHP   6. do_action_ref_array() /var/www/html/apotheose/project-site-de-notation/backend/wordpress/wp/wp-includes/class-wp.php:388
[16-Feb-2021 10:33:55 UTC] PHP   7. WP_Hook->do_action() /var/www/html/apotheose/project-site-de-notation/backend/wordpress/wp/wp-includes/plugin.php:551
[16-Feb-2021 10:33:55 UTC] PHP   8. WP_Hook->apply_filters() /var/www/html/apotheose/project-site-de-notation/backend/wordpress/wp/wp-includes/class-wp-hook.php:311
[16-Feb-2021 10:33:55 UTC] PHP   9. rest_api_loaded() /var/www/html/apotheose/project-site-de-notation/backend/wordpress/wp/wp-includes/class-wp-hook.php:287
[16-Feb-2021 10:33:55 UTC] PHP  10. rest_get_server() /var/www/html/apotheose/project-site-de-notation/backend/wordpress/wp/wp-includes/rest-api.php:347
[16-Feb-2021 10:33:55 UTC] PHP  11. do_action() /var/www/html/apotheose/project-site-de-notation/backend/wordpress/wp/wp-includes/rest-api.php:521
[16-Feb-2021 10:33:55 UTC] PHP  12. WP_Hook->do_action() /var/www/html/apotheose/project-site-de-notation/backend/wordpress/wp/wp-includes/plugin.php:484
[16-Feb-2021 10:33:55 UTC] PHP  13. WP_Hook->apply_filters() /var/www/html/apotheose/project-site-de-notation/backend/wordpress/wp/wp-includes/class-wp-hook.php:311
[16-Feb-2021 10:56:44 UTC] PHP Warning:  mt_rand() expects parameter 1 to be int, string given in /var/www/html/apotheose/project-site-de-notation/backend/wordpress/content/plugins/fakerpress/vendor/fzaninotto/faker/src/Faker/Provider/Base.php on line 140
[16-Feb-2021 10:56:44 UTC] PHP Stack trace:
[16-Feb-2021 10:56:44 UTC] PHP   1. {main}() /var/www/html/apotheose/project-site-de-notation/backend/wordpress/wp/wp-admin/admin-ajax.php:0
[16-Feb-2021 10:56:44 UTC] PHP   2. do_action() /var/www/html/apotheose/project-site-de-notation/backend/wordpress/wp/wp-admin/admin-ajax.php:184
[16-Feb-2021 10:56:44 UTC] PHP   3. WP_Hook->do_action() /var/www/html/apotheose/project-site-de-notation/backend/wordpress/wp/wp-includes/plugin.php:484
[16-Feb-2021 10:56:44 UTC] PHP   4. WP_Hook->apply_filters() /var/www/html/apotheose/project-site-de-notation/backend/wordpress/wp/wp-includes/class-wp-hook.php:311
[16-Feb-2021 10:56:44 UTC] PHP   5. FakerPress\Ajax::module_generate() /var/www/html/apotheose/project-site-de-notation/backend/wordpress/wp/wp-includes/class-wp-hook.php:287
[16-Feb-2021 10:56:44 UTC] PHP   6. FakerPress\Module\Comment->parse_request() /var/www/html/apotheose/project-site-de-notation/backend/wordpress/content/plugins/fakerpress/src/FakerPress/Ajax.php:76
[16-Feb-2021 10:56:44 UTC] PHP   7. FakerPress\Module\Meta->generate() /var/www/html/apotheose/project-site-de-notation/backend/wordpress/content/plugins/fakerpress/src/FakerPress/Module/Comment.php:161
[16-Feb-2021 10:56:44 UTC] PHP   8. call_user_func_array:{/var/www/html/apotheose/project-site-de-notation/backend/wordpress/content/plugins/fakerpress/src/FakerPress/Module/Meta.php:151}() /var/www/html/apotheose/project-site-de-notation/backend/wordpress/content/plugins/fakerpress/src/FakerPress/Module/Meta.php:151
[16-Feb-2021 10:56:44 UTC] PHP   9. Faker\Generator->meta_type_numbers() /var/www/html/apotheose/project-site-de-notation/backend/wordpress/content/plugins/fakerpress/src/FakerPress/Module/Meta.php:151
[16-Feb-2021 10:56:44 UTC] PHP  10. Faker\Generator->__call() /var/www/html/apotheose/project-site-de-notation/backend/wordpress/content/plugins/fakerpress/src/FakerPress/Module/Meta.php:151
[16-Feb-2021 10:56:44 UTC] PHP  11. Faker\Generator->format() /var/www/html/apotheose/project-site-de-notation/backend/wordpress/content/plugins/fakerpress/vendor/fzaninotto/faker/src/Faker/Generator.php:285
[16-Feb-2021 10:56:44 UTC] PHP  12. call_user_func_array:{/var/www/html/apotheose/project-site-de-notation/backend/wordpress/content/plugins/fakerpress/vendor/fzaninotto/faker/src/Faker/Generator.php:228}() /var/www/html/apotheose/project-site-de-notation/backend/wordpress/content/plugins/fakerpress/vendor/fzaninotto/faker/src/Faker/Generator.php:228
[16-Feb-2021 10:56:44 UTC] PHP  13. FakerPress\Provider\WP_Meta->meta_type_numbers() /var/www/html/apotheose/project-site-de-notation/backend/wordpress/content/plugins/fakerpress/vendor/fzaninotto/faker/src/Faker/Generator.php:228
[16-Feb-2021 10:56:44 UTC] PHP  14. call_user_func_array:{/var/www/html/apotheose/project-site-de-notation/backend/wordpress/content/plugins/fakerpress/src/FakerPress/Provider/WP_Meta.php:55}() /var/www/html/apotheose/project-site-de-notation/backend/wordpress/content/plugins/fakerpress/src/FakerPress/Provider/WP_Meta.php:55
[16-Feb-2021 10:56:44 UTC] PHP  15. Faker\Generator->numberBetween() /var/www/html/apotheose/project-site-de-notation/backend/wordpress/content/plugins/fakerpress/src/FakerPress/Provider/WP_Meta.php:55
[16-Feb-2021 10:56:44 UTC] PHP  16. Faker\Generator->__call() /var/www/html/apotheose/project-site-de-notation/backend/wordpress/content/plugins/fakerpress/src/FakerPress/Provider/WP_Meta.php:55
[16-Feb-2021 10:56:44 UTC] PHP  17. Faker\Generator->format() /var/www/html/apotheose/project-site-de-notation/backend/wordpress/content/plugins/fakerpress/vendor/fzaninotto/faker/src/Faker/Generator.php:285
[16-Feb-2021 10:56:44 UTC] PHP  18. call_user_func_array:{/var/www/html/apotheose/project-site-de-notation/backend/wordpress/content/plugins/fakerpress/vendor/fzaninotto/faker/src/Faker/Generator.php:228}() /var/www/html/apotheose/project-site-de-notation/backend/wordpress/content/plugins/fakerpress/vendor/fzaninotto/faker/src/Faker/Generator.php:228
[16-Feb-2021 10:56:44 UTC] PHP  19. Faker\Provider\Base::numberBetween() /var/www/html/apotheose/project-site-de-notation/backend/wordpress/content/plugins/fakerpress/vendor/fzaninotto/faker/src/Faker/Generator.php:228
[16-Feb-2021 10:56:44 UTC] PHP  20. mt_rand() /var/www/html/apotheose/project-site-de-notation/backend/wordpress/content/plugins/fakerpress/vendor/fzaninotto/faker/src/Faker/Provider/Base.php:140
[16-Feb-2021 10:56:51 UTC] PHP Warning:  mt_rand() expects parameter 1 to be int, string given in /var/www/html/apotheose/project-site-de-notation/backend/wordpress/content/plugins/fakerpress/vendor/fzaninotto/faker/src/Faker/Provider/Base.php on line 140
[16-Feb-2021 10:56:51 UTC] PHP Stack trace:
[16-Feb-2021 10:56:51 UTC] PHP   1. {main}() /var/www/html/apotheose/project-site-de-notation/backend/wordpress/wp/wp-admin/admin-ajax.php:0
[16-Feb-2021 10:56:51 UTC] PHP   2. do_action() /var/www/html/apotheose/project-site-de-notation/backend/wordpress/wp/wp-admin/admin-ajax.php:184
[16-Feb-2021 10:56:51 UTC] PHP   3. WP_Hook->do_action() /var/www/html/apotheose/project-site-de-notation/backend/wordpress/wp/wp-includes/plugin.php:484
[16-Feb-2021 10:56:51 UTC] PHP   4. WP_Hook->apply_filters() /var/www/html/apotheose/project-site-de-notation/backend/wordpress/wp/wp-includes/class-wp-hook.php:311
[16-Feb-2021 10:56:51 UTC] PHP   5. FakerPress\Ajax::module_generate() /var/www/html/apotheose/project-site-de-notation/backend/wordpress/wp/wp-includes/class-wp-hook.php:287
[16-Feb-2021 10:56:51 UTC] PHP   6. FakerPress\Module\Comment->parse_request() /var/www/html/apotheose/project-site-de-notation/backend/wordpress/content/plugins/fakerpress/src/FakerPress/Ajax.php:76
[16-Feb-2021 10:56:51 UTC] PHP   7. FakerPress\Module\Meta->generate() /var/www/html/apotheose/project-site-de-notation/backend/wordpress/content/plugins/fakerpress/src/FakerPress/Module/Comment.php:161
[16-Feb-2021 10:56:51 UTC] PHP   8. call_user_func_array:{/var/www/html/apotheose/project-site-de-notation/backend/wordpress/content/plugins/fakerpress/src/FakerPress/Module/Meta.php:151}() /var/www/html/apotheose/project-site-de-notation/backend/wordpress/content/plugins/fakerpress/src/FakerPress/Module/Meta.php:151
[16-Feb-2021 10:56:51 UTC] PHP   9. Faker\Generator->meta_type_numbers() /var/www/html/apotheose/project-site-de-notation/backend/wordpress/content/plugins/fakerpress/src/FakerPress/Module/Meta.php:151
[16-Feb-2021 10:56:51 UTC] PHP  10. Faker\Generator->__call() /var/www/html/apotheose/project-site-de-notation/backend/wordpress/content/plugins/fakerpress/src/FakerPress/Module/Meta.php:151
[16-Feb-2021 10:56:51 UTC] PHP  11. Faker\Generator->format() /var/www/html/apotheose/project-site-de-notation/backend/wordpress/content/plugins/fakerpress/vendor/fzaninotto/faker/src/Faker/Generator.php:285
[16-Feb-2021 10:56:51 UTC] PHP  12. call_user_func_array:{/var/www/html/apotheose/project-site-de-notation/backend/wordpress/content/plugins/fakerpress/vendor/fzaninotto/faker/src/Faker/Generator.php:228}() /var/www/html/apotheose/project-site-de-notation/backend/wordpress/content/plugins/fakerpress/vendor/fzaninotto/faker/src/Faker/Generator.php:228
[16-Feb-2021 10:56:51 UTC] PHP  13. FakerPress\Provider\WP_Meta->meta_type_numbers() /var/www/html/apotheose/project-site-de-notation/backend/wordpress/content/plugins/fakerpress/vendor/fzaninotto/faker/src/Faker/Generator.php:228
[16-Feb-2021 10:56:51 UTC] PHP  14. call_user_func_array:{/var/www/html/apotheose/project-site-de-notation/backend/wordpress/content/plugins/fakerpress/src/FakerPress/Provider/WP_Meta.php:55}() /var/www/html/apotheose/project-site-de-notation/backend/wordpress/content/plugins/fakerpress/src/FakerPress/Provider/WP_Meta.php:55
[16-Feb-2021 10:56:51 UTC] PHP  15. Faker\Generator->numberBetween() /var/www/html/apotheose/project-site-de-notation/backend/wordpress/content/plugins/fakerpress/src/FakerPress/Provider/WP_Meta.php:55
[16-Feb-2021 10:56:51 UTC] PHP  16. Faker\Generator->__call() /var/www/html/apotheose/project-site-de-notation/backend/wordpress/content/plugins/fakerpress/src/FakerPress/Provider/WP_Meta.php:55
[16-Feb-2021 10:56:51 UTC] PHP  17. Faker\Generator->format() /var/www/html/apotheose/project-site-de-notation/backend/wordpress/content/plugins/fakerpress/vendor/fzaninotto/faker/src/Faker/Generator.php:285
[16-Feb-2021 10:56:51 UTC] PHP  18. call_user_func_array:{/var/www/html/apotheose/project-site-de-notation/backend/wordpress/content/plugins/fakerpress/vendor/fzaninotto/faker/src/Faker/Generator.php:228}() /var/www/html/apotheose/project-site-de-notation/backend/wordpress/content/plugins/fakerpress/vendor/fzaninotto/faker/src/Faker/Generator.php:228
[16-Feb-2021 10:56:51 UTC] PHP  19. Faker\Provider\Base::numberBetween() /var/www/html/apotheose/project-site-de-notation/backend/wordpress/content/plugins/fakerpress/vendor/fzaninotto/faker/src/Faker/Generator.php:228
[16-Feb-2021 10:56:51 UTC] PHP  20. mt_rand() /var/www/html/apotheose/project-site-de-notation/backend/wordpress/content/plugins/fakerpress/vendor/fzaninotto/faker/src/Faker/Provider/Base.php:140
[16-Feb-2021 11:14:38 UTC] PHP Warning:  call_user_func_array() expects parameter 1 to be a valid callback, class 'OpetitCoin\Rest\RestFields' does not have a method 'registerMetaFieldsAvis' in /var/www/html/apotheose/project-site-de-notation/backend/wordpress/wp/wp-includes/class-wp-hook.php on line 287
[16-Feb-2021 11:14:38 UTC] PHP Stack trace:
[16-Feb-2021 11:14:38 UTC] PHP   1. {main}() /var/www/html/apotheose/project-site-de-notation/backend/wordpress/index.php:0
[16-Feb-2021 11:14:38 UTC] PHP   2. require() /var/www/html/apotheose/project-site-de-notation/backend/wordpress/index.php:17
[16-Feb-2021 11:14:38 UTC] PHP   3. wp() /var/www/html/apotheose/project-site-de-notation/backend/wordpress/wp/wp-blog-header.php:16
[16-Feb-2021 11:14:38 UTC] PHP   4. WP->main() /var/www/html/apotheose/project-site-de-notation/backend/wordpress/wp/wp-includes/functions.php:1291
[16-Feb-2021 11:14:38 UTC] PHP   5. WP->parse_request() /var/www/html/apotheose/project-site-de-notation/backend/wordpress/wp/wp-includes/class-wp.php:745
[16-Feb-2021 11:14:38 UTC] PHP   6. do_action_ref_array() /var/www/html/apotheose/project-site-de-notation/backend/wordpress/wp/wp-includes/class-wp.php:388
[16-Feb-2021 11:14:38 UTC] PHP   7. WP_Hook->do_action() /var/www/html/apotheose/project-site-de-notation/backend/wordpress/wp/wp-includes/plugin.php:551
[16-Feb-2021 11:14:38 UTC] PHP   8. WP_Hook->apply_filters() /var/www/html/apotheose/project-site-de-notation/backend/wordpress/wp/wp-includes/class-wp-hook.php:311
[16-Feb-2021 11:14:38 UTC] PHP   9. rest_api_loaded() /var/www/html/apotheose/project-site-de-notation/backend/wordpress/wp/wp-includes/class-wp-hook.php:287
[16-Feb-2021 11:14:38 UTC] PHP  10. rest_get_server() /var/www/html/apotheose/project-site-de-notation/backend/wordpress/wp/wp-includes/rest-api.php:347
[16-Feb-2021 11:14:38 UTC] PHP  11. do_action() /var/www/html/apotheose/project-site-de-notation/backend/wordpress/wp/wp-includes/rest-api.php:521
